_id,Crash_Ref_Number,Crash_Severity,Crash_Year,Crash_Month,Crash_Day_Of_Week,Crash_Hour,Crash_Nature,Crash_Type,Crash_Longitude,Crash_Latitude,Crash_Street,Crash_Street_Intersecting,State_Road_Name,Loc_Suburb,Loc_Local_Government_Area,Loc_Post_Code,Loc_Police_Division,Loc_Police_District,Loc_Police_Region,Loc_Queensland_Transport_Region,Loc_Main_Roads_Region,Loc_ABS_Statistical_Area_2,Loc_ABS_Statistical_Area_3,Loc_ABS_Statistical_Area_4,Loc_ABS_Remoteness,Loc_State_Electorate,Loc_Federal_Electorate,Crash_Controlling_Authority,Crash_Roadway_Feature,Crash_Traffic_Control,Crash_Speed_Limit,Crash_Road_Surface_Condition,Crash_Atmospheric_Condition,Crash_Lighting_Condition,Crash_Road_Horiz_Align,Crash_Road_Vert_Align,Crash_DCA_Code,Crash_DCA_Description,Crash_DCA_Group_Description,DCA_Key_Approach_Dir,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_Total,Count_Unit_Car,Count_Unit_Motorcycle_Moped,Count_Unit_Truck,Count_Unit_Bus,Count_Unit_Bicycle,Count_Unit_Pedestrian,Count_Unit_Other
236798,236798,Fatal,2017,May,Saturday,8,Head-on,Multi-Vehicle,151.715280493602,-24.7468722950101,Bruce Hwy,,Bruce Highway (Gin Gin - Benaraby),Kolonga,Bundaberg Region,4671,Gin Gin,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Gin Gin,Burnett,Wide Bay,Outer Regional,Callide,Flynn,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,201,Vehs Opposite Approach: Head On,02: Head-on,N,1,1,0,0,2,2,0,0,0,0,0,0
236799,236799,Fatal,2017,May,Tuesday,8,Rear-end,Multi-Vehicle,152.977705986554,-27.8869874434956,Mt Lindesay Hwy,,Mount Lindesay Highway (Brisbane - Beaudesert),Woodhill,Logan City,4285,Jimboomba,Logan,South Eastern,SEQ South,South Coast,Jimboomba,Jimboomba,Logan - Beaudesert,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,Road/Rail worker,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301,Vehs Same Direction: Rear End,04: Rear-end,W,1,6,4,2,13,5,1,2,0,0,0,0
236800,236800,Fatal,2017,May,Tuesday,13,Hit pedestrian,Hit pedestrian,153.403668936264,-27.9161984867648,Bayview St,,,Runaway Bay,Gold Coast City,4216,Runaway Bay,Gold Coast,South Eastern,SEQ South,South Coast,Runaway Bay,Gold Coast - North,Gold Coast,Major Cities,Broadwater,Fadden,Locally-controlled,No Roadway Feature,Pedestrian crossing sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,001,Pedn: Near Side Vehicle Hit From Right,12: Pedestrian,N,1,0,0,0,1,1,0,0,0,0,1,0
236801,236801,Fatal,2017,May,Saturday,16,Sideswipe,Multi-Vehicle,152.385786415559,-24.8691463606895,Bundaberg Ring Rd,,Bundaberg Ring Road,Ashfield,Bundaberg Region,4670,Bundaberg,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Ashfield - Kepnock,Bundaberg,Wide Bay,Inner Regional,Bundaberg,Hinkler,State-controlled,Merge Lane,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,300,Vehs Same Direction: Other,21: Other,S,1,0,0,0,1,2,0,0,0,0,0,0
236802,236802,Fatal,2017,May,Monday,17,Hit pedestrian,Hit pedestrian,153.118165001034,-27.6526734557644,Kingston Rd,,Brisbane - Beenleigh Road,Kingston,Logan City,4114,Logan Central,Logan,South Eastern,SEQ South,South Coast,Kingston (qld.),Springwood - Kingston,Logan - Beaudesert,Major Cities,Woodridge,Rankin,State-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,003,Pedn: Far Side Vehicle Hit From Left,12: Pedestrian,N,1,0,0,0,1,1,0,0,0,0,1,0
236803,236803,Fatal,2017,June,Thursday,20,Hit object,Single Vehicle,152.97744213179,-26.7305934343068,Ilkley Rd,,,Ilkley,Sunshine Coast Region,4554,Beerwah,Sunshine Coast,North Coast,SEQ North,North Coast,Palmwoods,Sunshine Coast Hinterland,Sunshine Coast,Inner Regional,Nicklin,Fisher,Locally-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Grade,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,N,1,2,0,0,3,1,0,0,0,0,0,0
236805,236805,Fatal,2017,June,Wednesday,20,Hit pedestrian,Hit pedestrian,149.143445100403,-21.1124270335644,Glenella - Richmond Rd,,,Glenella,Mackay Region,4740,Mackay,Mackay,Central,Central,Central Queensland,Mount Pleasant - Glenella,Mackay,Mackay - Isaac - Whitsunday,Inner Regional,Mackay,Dawson,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,003,Pedn: Far Side Vehicle Hit From Left,12: Pedestrian,E,1,0,0,0,1,1,0,0,0,0,1,0
236867,236867,Fatal,2021,October,Sunday,9,Overturned,Single Vehicle,153.089593026434,-27.4766014514971,Balmerino Dr,,,Carina,Brisbane City,4152,Carina,South Brisbane,Brisbane,SEQ South,Metropolitan,Carina,Carindale,Brisbane - South,Major Cities,Bulimba,Griffith,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,400,Vehs Manoeuvring: Other,21: Other,N,1,0,0,0,1,1,0,0,0,0,0,0
237035,237035,Fatal,2022,February,Saturday,16,Head-on,Multi-Vehicle,152.681846005359,-27.9953474148701,Yeates Ave,,Boonah - Rathdowney Road,Boonah,Scenic Rim Region,4310,Boonah,Ipswich,Southern,SEQ South,South Coast,Boonah,Ipswich Hinterland,Ipswich,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,501,Vehs Overtaking: Head On,02: Head-on,N,1,0,0,0,1,1,1,0,0,0,0,0
237043,237043,Fatal,2022,May,Thursday,11,Head-on,Multi-Vehicle,152.562781021452,-27.9716814029196,Cunningham Hwy,,Cunningham Highway (Ipswich - Warwick),Aratula,Scenic Rim Region,4309,Boonah,Ipswich,Southern,SEQ South,South Coast,Boonah,Ipswich Hinterland,Ipswich,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Wet,Clear,Daylight,Curved - view open,Grade,201,Vehs Opposite Approach: Head On,02: Head-on,S,1,0,1,0,2,1,0,1,0,0,0,0
237127,237127,Fatal,2020,March,Wednesday,7,Hit pedestrian,Hit pedestrian,153.50002889527,-28.1508924984419,Boyd St,,,Tugun,Gold Coast City,4224,Coolangatta,Gold Coast,South Eastern,SEQ South,South Coast,Currumbin - Tugun,Coolangatta,Gold Coast,Major Cities,Currumbin,Mcpherson,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,001,Pedn: Near Side Vehicle Hit From Right,12: Pedestrian,E,1,0,0,0,1,1,0,0,0,0,1,0
237361,237361,Fatal,2017,June,Saturday,12,Hit object,Single Vehicle,151.274374618568,-24.0020742473486,Bruce Hwy,,Bruce Highway (Benaraby - Rockhampton),Calliope,Gladstone Region,4680,Calliope,Capricornia,Central,Central,Central Queensland,Gladstone Hinterland,Gladstone,Central Queensland,Inner Regional,Gladstone,Flynn,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,S,1,1,0,0,2,0,1,0,0,0,0,0
237362,237362,Fatal,2017,June,Monday,19,Hit pedestrian,Hit pedestrian,152.966131024603,-27.5962694400474,Frangipani St,Laburnum St,,Inala,Brisbane City,4077,Inala,South Brisbane,Brisbane,SEQ South,Metropolitan,Inala - Richlands,Forest Lake - Oxley,Ipswich,Major Cities,Inala,Oxley,Locally-controlled,Intersection - Cross,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,001,Pedn: Near Side Vehicle Hit From Right,12: Pedestrian,,1,0,0,0,1,0,0,0,1,0,1,0
237364,237364,Fatal,2017,June,Friday,6,Angle,Multi-Vehicle,152.690057045124,-27.6709484131357,Coopers Rd,Cunningham Hwy,Cunningham Highway (Ipswich - Warwick),Willowbank,Ipswich City,4306,Yamanto,Ipswich,Southern,SEQ South,Metropolitan,Rosewood,Ipswich Hinterland,Ipswich,Major Cities,Scenic Rim,Blair,State-controlled,Intersection - T-Junction,Give way sign,80 - 90 km/h,Sealed - Dry,Fog,Dawn/Dusk,Straight,Level,102,Vehs Adjacent Approach: Right-Thru,01: Intersection: Adjacent Approach,E,1,1,0,1,3,1,0,1,0,0,0,0
237365,237365,Fatal,2017,June,Saturday,15,Head-on,Multi-Vehicle,146.992511420611,-19.391752846426,Bruce Hwy,,Bruce Highway (Ayr - Townsville),Alligator Creek,Townsville City,4816,Giru,Townsville,Northern,Northern,North Queensland,Townsville - South,Townsville,Townsville,Outer Regional,Burdekin,Kennedy,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,201,Vehs Opposite Approach: Head On,02: Head-on,N,1,0,1,0,2,1,1,0,0,0,0,0
237366,237366,Fatal,2017,June,Tuesday,23,Hit object,Single Vehicle,152.921890062972,-27.3289234335073,Somers St,,,Cashmere,Moreton Bay Region,4500,Albany Creek,North Brisbane,Brisbane,SEQ North,North Coast,Cashmere,The Hills District,Moreton Bay - South,Major Cities,Pine Rivers,Dickson,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Level,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,,1,0,0,0,1,1,0,0,0,0,0,0
237367,237367,Fatal,2017,July,Saturday,10,Hit object,Single Vehicle,145.567420644922,-16.9971509593219,Davies Ck Rd,,,Mareeba,Mareeba Shire,4880,Mareeba,Far North,Far Northern,Northern,North Queensland,Mareeba,Tablelands (east) - Kuranda,Cairns,Outer Regional,Cook,Kennedy,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Unsealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Grade,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,,2,1,0,0,3,1,0,0,0,0,0,0
237368,237368,Fatal,2017,July,Tuesday,5,Hit parked vehicle,Single Vehicle,153.075897002023,-27.6808994517319,Platinum St,,,Crestmead,Logan City,4132,Crestmead,Logan,South Eastern,SEQ South,South Coast,Crestmead,Browns Plains,Logan - Beaudesert,Major Cities,Woodridge,Rankin,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,200,Vehs Opposite Approach: Other,21: Other,,1,0,0,0,1,1,0,0,0,0,0,1
237369,237369,Fatal,2017,July,Sunday,15,Hit object,Single Vehicle,149.264310559377,-26.3859030869446,Mt Everdale Rd,,,Wallumbilla North,Maranoa Region,4428,Wallumbilla,South West,Southern,Southern,Southern Queensland,Roma Region,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Remote,Warrego,Maranoa,Locally-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Unsealed - Dry,Clear,Daylight,Straight,Level,700,Off Path-Straight: Other,21: Other,E,2,0,0,0,2,1,0,0,0,0,0,0
237370,237370,Fatal,2017,July,Friday,10,Hit object,Single Vehicle,148.704256214152,-20.2734969896935,Proserpine - Shute Harbour Rd,,Proserpine - Shute Harbour Road,Cannonvale,Whitsunday Region,4802,Whitsunday,Mackay,Central,Central,Central Queensland,Airlie - Whitsundays,Whitsunday,Mackay - Isaac - Whitsunday,Outer Regional,Whitsunday,Dawson,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,16: Off Carriageway on Straight Hit Object,W,1,0,0,0,1,1,0,0,0,0,0,0
237371,237371,Fatal,2017,July,Monday,11,Hit object,Single Vehicle,153.156963952517,-27.9998354624074,Beaudesert - Nerang Rd,,Beaudesert - Nerang Road,Canungra,Scenic Rim Region,4275,Canungra,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,704,Off Path-Straight: Right Off Cway Hit Obj,16: Off Carriageway on Straight Hit Object,S,1,0,0,0,1,1,0,0,0,0,0,0
237372,237372,Fatal,2017,July,Saturday,22,Angle,Multi-Vehicle,145.955248649731,-17.4457647535342,Bruce Hwy,,Bruce Highway (Innisfail - Cairns),Waugh Pocket,Cairns Region,4871,Babinda,Far North,Far Northern,Northern,North Queensland,Babinda,Innisfail - Cassowary Coast,Cairns,Outer Regional,Hill,Kennedy,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view obscured,Grade,301,Vehs Same Direction: Rear End,04: Rear-end,N,1,3,1,0,5,3,0,0,0,0,0,0
237374,237374,Fatal,2017,August,Tuesday,17,Rear-end,Multi-Vehicle,152.983898073746,-27.1903454386151,Callaghan Rd,Old Gympie Rd,,Narangba,Moreton Bay Region,4504,Burpengary,Moreton,North Coast,SEQ North,North Coast,Narangba,Narangba - Burpengary,Moreton Bay - North,Major Cities,Kurwongbah,Longman,Locally-controlled,Intersection - T-Junction,No traffic control,70 km/h,Sealed - Dry,Clear,Daylight,Straight,Dip,303,Vehs Same Direction: Right Rear,04: Rear-end,S,1,0,1,1,3,3,0,0,0,0,0,0
237375,237375,Fatal,2017,August,Saturday,11,Fall from vehicle,Single Vehicle,152.940587140079,-26.6945884303297,Hunchy Rd,,,Palmwoods,Sunshine Coast Region,4555,Palmwoods,Sunshine Coast,North Coast,SEQ North,North Coast,Palmwoods,Sunshine Coast Hinterland,Sunshine Coast,Inner Regional,Nicklin,Fisher,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,705,Off Path-Straight: Out Of Control On Cway,17: Out of Control on Straight,E,1,0,0,0,1,0,1,0,0,0,0,0
237376,237376,Fatal,2017,August,Friday,13,Hit object,Single Vehicle,153.004762012886,-27.6559544443901,Johnson Rd,,,Larapinta,Brisbane City,4110,Browns Plains,Logan,South Eastern,SEQ South,Metropolitan,Pallara - Willawong,Rocklea - Acacia Ridge,Brisbane - South,Major Cities,Algester,Oxley,Locally-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,201,Vehs Opposite Approach: Head On,02: Head-on,W,1,0,1,0,2,2,0,0,0,0,0,0
237378,237378,Fatal,2017,August,Saturday,20,Fall from vehicle,Single Vehicle,147.717551004077,-23.4293559360739,Rubyvale Rd,,,The Gemfields,Central Highlands Region,4702,Anakie,Capricornia,Central,Central,Central Queensland,Central Highlands - West,Central Highlands (qld),Central Queensland,Remote,Gregory,Flynn,Locally-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,901,Pass & Misc: Fell In/From Vehicle,21: Other,,1,0,0,0,1,1,0,0,0,0,0,0
237380,237380,Fatal,2017,August,Thursday,17,Angle,Multi-Vehicle,151.794105080992,-28.181400329946,Cunningham Hwy,Cunningham Rd,Cunningham Highway (Warwick - Inglewood),Rodgers Creek,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Southern Downs - West,Granite Belt,Darling Downs - Maranoa,Outer Regional,Southern Downs,Maranoa,State-controlled,Intersection - T-Junction,Stop sign,100 - 110 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,104,Vehs Adjacent Approach: Thru-Right,01: Intersection: Adjacent Approach,E,1,1,0,0,2,1,0,1,0,0,0,0
237381,237381,Fatal,2017,September,Saturday,12,Hit object,Single Vehicle,143.095816074522,-13.6996815346071,Peninsula Developmental Rd,,Peninsula Developmental Road (Coen - Weipa),Coen,Cook Shire,4892,Coen,Far North,Far Northern,Northern,North Queensland,Cape York,Far North,Queensland - Outback,Very Remote,Cook,Leichhardt,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Unsealed - Dry,Clear,Daylight,Straight,Grade,607,Vehs On Path: Temporary Object On Cway,21: Other,S,1,0,0,0,1,0,1,0,0,0,0,0
237382,237382,Fatal,2017,September,Saturday,11,Hit object,Single Vehicle,152.489315097615,-27.423024391373,Coominya Connection Rd,,Coominya Connection Road,Coominya,Somerset Region,4311,Lowood,Ipswich,Southern,SEQ North,North Coast,Lowood,Ipswich Hinterland,Ipswich,Inner Regional,Nanango,Blair,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,704,Off Path-Straight: Right Off Cway Hit Obj,16: Off Carriageway on Straight Hit Object,N,1,0,0,0,1,1,0,0,0,0,0,0
237386,237386,Fatal,2017,September,Wednesday,16,Fall from vehicle,Single Vehicle,152.903196093058,-27.1041674298562,Craig Rd,,,Upper Caboolture,Moreton Bay Region,4510,Caboolture,Moreton,North Coast,SEQ North,North Coast,Upper Caboolture,Narangba - Burpengary,Moreton Bay - North,Major Cities,Glass House,Longman,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,901,Pass & Misc: Fell In/From Vehicle,21: Other,S,1,0,0,0,1,0,0,0,0,0,0,1
237388,237388,Fatal,2017,September,Saturday,11,Hit pedestrian,Hit pedestrian,153.102505015361,-27.5530844534012,Mt Gravatt - Capalaba Rd,,Redland Sub-Arterial Road,Wishart,Brisbane City,4122,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Wishart,Mt Gravatt,Brisbane - South,Major Cities,Mansfield,Bonner,State-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,001,Pedn: Near Side Vehicle Hit From Right,12: Pedestrian,E,1,0,0,0,1,1,0,0,0,0,1,0
237389,237389,Fatal,2017,September,Tuesday,8,Hit object,Single Vehicle,148.531836794185,-24.8136770129688,Carnarvon Hwy,,Carnarvon Highway (Injune - Rolleston),Consuelo,Central Highlands Region,4702,Rolleston,Capricornia,Central,Central,Central Queensland,Central Highlands - West,Central Highlands (qld),Central Queensland,Remote,Gregory,Flynn,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,704,Off Path-Straight: Right Off Cway Hit Obj,16: Off Carriageway on Straight Hit Object,S,2,2,0,0,4,1,0,0,0,0,0,0
237390,237390,Fatal,2017,September,Wednesday,12,Hit object,Single Vehicle,151.957437761798,-27.5897139759736,Orchid St,,,Centenary Heights,Toowoomba Region,4350,Toowoomba,Darling Downs,Southern,Southern,Southern Queensland,Toowoomba - Central,Toowoomba,Toowoomba,Inner Regional,Toowoomba South,Groom,Locally-controlled,Intersection - T-Junction,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,E,1,0,0,0,1,1,0,0,0,0,0,0
237392,237392,Fatal,2017,September,Sunday,17,Hit object,Single Vehicle,150.50546774873,-23.446783172177,Burnett Hwy,R Pierce Rd,Burnett Highway (Mount Morgan - Rockhampton),Gracemere,Rockhampton Region,4702,Gracemere,Capricornia,Central,Central,Central Queensland,Bouldercombe,Rockhampton,Central Queensland,Inner Regional,Rockhampton,Flynn,State-controlled,Intersection - T-Junction,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,W,1,3,0,0,4,1,0,0,0,0,0,0
237394,237394,Fatal,2017,September,Wednesday,9,Fall from vehicle,Single Vehicle,153.046626027415,-27.5053284474038,Bunya St,Juliette St,,Greenslopes,Brisbane City,4120,Coorparoo,South Brisbane,Brisbane,SEQ South,Metropolitan,Greenslopes,Holland Park - Yeronga,Brisbane - South,Major Cities,Greenslopes,Griffith,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,309,Vehs Same Direction: Left Turn S/Swipe,06: Parallel Lanes Turning,W,1,0,0,0,1,1,1,0,0,0,0,0
237395,237395,Fatal,2017,October,Sunday,9,Hit object,Single Vehicle,149.372546015741,-21.7913990587713,Bruce Hwy,,Bruce Highway (St Lawrence - Mackay),Carmila,Isaac Region,4739,Carmila,Mackay,Central,Central,Central Queensland,Broadsound - Nebo,Bowen Basin - North,Mackay - Isaac - Whitsunday,Outer Regional,Mirani,Capricornia,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,16: Off Carriageway on Straight Hit Object,N,1,2,0,0,3,1,0,0,0,0,0,0
237396,237396,Fatal,2017,October,Monday,19,Hit object,Single Vehicle,152.591618230715,-26.2476683920823,Marys Ck Rd,,,Marys Creek,Gympie Region,4570,Gympie,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Gympie Region,Gympie - Cooloola,Wide Bay,Inner Regional,Gympie,Wide Bay,Locally-controlled,Bridge/Causeway,No traffic control,80 - 90 km/h,Sealed - Wet,Raining,Darkness - Not lighted,Curved - view open,Dip,607,Vehs On Path: Temporary Object On Cway,21: Other,W,1,0,0,0,1,1,0,0,0,0,0,0
237397,237397,Fatal,2017,October,Tuesday,20,Hit pedestrian,Hit pedestrian,152.965571089735,-27.0780624358872,Pettigrew St,,,Caboolture,Moreton Bay Region,4510,Caboolture,Moreton,North Coast,SEQ North,North Coast,Caboolture,Caboolture,Moreton Bay - North,Major Cities,Morayfield,Longman,Locally-controlled,No Roadway Feature,Pedestrian crossing sign,60 km/h,Sealed - Wet,Raining,Darkness - Lighted,Straight,Level,408,Vehs Manoeuvring: Entering From Footway,08: Vehicle Leaving Driveway,N,1,0,0,0,1,1,0,0,0,1,0,0
237398,237398,Fatal,2017,October,Wednesday,19,Head-on,Multi-Vehicle,153.073299023075,-27.5169844501771,Cavendish Rd,,,Holland Park,Brisbane City,4121,Holland Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Holland Park,Holland Park - Yeronga,Brisbane - South,Major Cities,Greenslopes,Griffith,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Wet,Raining,Darkness - Lighted,Curved - view open,Level,201,Vehs Opposite Approach: Head On,02: Head-on,S,1,0,0,0,1,2,0,0,0,0,0,0
237399,237399,Fatal,2017,October,Saturday,20,Hit pedestrian,Hit pedestrian,152.633954315057,-25.5134533903321,Maryborough - Biggenden Rd,Mungar Rd,Mungar Road,Oakhurst,Fraser Coast Region,4650,Maryborough,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Maryborough (qld),Maryborough,Wide Bay,Inner Regional,Maryborough,Wide Bay,State-controlled,Intersection - T-Junction,Stop sign,100 - 110 km/h,Sealed - Wet,Raining,Darkness - Not lighted,Straight,Level,004,Pedn: Play; Work; Stand; Lie On Cway,12: Pedestrian,N,1,0,0,0,1,2,0,0,0,0,1,0
237400,237400,Fatal,2017,October,Wednesday,5,Sideswipe,Multi-Vehicle,153.018485035122,-27.4682164442848,North Quay,South East Arterial Rd,South-East Arterial Road (Pacific Motorway),Brisbane City,Brisbane City,4000,Brisbane City,North Brisbane,Brisbane,SEQ North,Metropolitan,Brisbane City,Brisbane Inner,Brisbane Inner City,Major Cities,Mcconnel,Brisbane,State-controlled,Intersection - Interchange,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Grade,306,Vehs Same Direction: Lane Change Right,05: Lane Change,E,1,0,0,0,1,1,1,0,0,0,0,0
